	f1-score	precision	recall	support
1.0	0.0	0.0	0.0	188.0
2.0	0.4156796390298928	0.2623709505161979	1.0	737.0
3.0	0.7928994082840237	0.7821011673151751	0.804	500.0
4.0	0.484149855907781	1.0	0.3193916349809886	2367.0
5.0	0.0	0.0	0.0	471.0
accuracy	0.4445226366408632	0.4445226366408632	0.4445226366408632	0.4445226366408632
macro avg	0.33854578064433954	0.4088944235662746	0.4246783269961977	4263.0
weighted avg	0.4336824553227212	0.6923335618550376	0.4445226366408632	4263.0
