	f1-score	precision	recall	support
1.0	0.0	0.0	0.0	314.0
2.0	0.33178654292343385	0.19888734353268428	1.0	143.0
3.0	1.0	1.0	1.0	8.0
4.0	0.46564885496183206	1.0	0.3034825870646766	201.0
5.0	0.21428571428571427	0.782608695652174	0.12413793103448276	145.0
accuracy	0.2836004932182491	0.2836004932182491	0.2836004932182491	0.2836004932182491
macro avg	0.40234422243419604	0.5962992078369715	0.48552410361983184	811.0
weighted avg	0.22208671277041656	0.4326993230514662	0.2836004932182491	811.0
