	f1-score	precision	recall	support
1.0	1.0	1.0	1.0	314.0
2.0	0.9788732394366197	0.9858156028368794	0.972027972027972	143.0
3.0	0.9411764705882353	0.8888888888888888	1.0	8.0
4.0	0.9875930521091811	0.9851485148514851	0.9900497512437811	201.0
5.0	1.0	1.0	1.0	145.0
accuracy	0.9926017262638718	0.9926017262638718	0.9926017262638718	0.9926017262638718
macro avg	0.9815285524268071	0.9719706013154508	0.9924155446543507	811.0
weighted avg	0.9926195912183575	0.9927220638741472	0.9926017262638718	811.0
