	f1-score	precision	recall	support
1.0	1.0	1.0	1.0	248.0
2.0	0.9959183673469388	1.0	0.991869918699187	369.0
3.0	1.0	1.0	1.0	407.0
4.0	1.0	1.0	1.0	439.0
5.0	0.9966024915062288	0.9932279909706546	1.0	440.0
accuracy	0.9984235417761429	0.9984235417761429	0.9984235417761429	0.9984235417761429
macro avg	0.9985041717706334	0.998645598194131	0.9983739837398374	1903.0
weighted avg	0.9984230025295644	0.9984342175654692	0.9984235417761429	1903.0
