	f1-score	precision	recall	support
1.0	0.0	0.0	0.0	188.0
2.0	0.29593888218737435	0.17370781213122494	0.9986431478968792	737.0
3.0	0.08795411089866156	1.0	0.046	500.0
4.0	0.0	0.0	0.0	2367.0
5.0	0.0	0.0	0.0	471.0
accuracy	0.17804363124560169	0.17804363124560169	0.17804363124560169	0.17804363124560169
macro avg	0.07677859861720718	0.234741562426245	0.20892862957937583	4263.0
weighted avg	0.0614787735447867	0.14731941298163564	0.17804363124560169	4263.0
