	f1-score	precision	recall	support
1.0	0.0	0.0	0.0	188.0
2.0	0.27914821842715576	0.16525212181727408	0.898236092265943	737.0
3.0	0.47480106100795755	0.7047244094488189	0.358	500.0
4.0	0.0	0.0	0.0	2367.0
5.0	0.0	0.0	0.0	471.0
accuracy	0.19727891156462585	0.19727891156462585	0.19727891156462585	0.19727891156462585
macro avg	0.15078985588702265	0.1739953062532186	0.2512472184531886	4263.0
weighted avg	0.10394857318432854	0.11122519786623046	0.19727891156462585	4263.0
