	f1-score	precision	recall	support
1.0	0.0	0.0	0.0	314.0
2.0	0.4251386321626617	0.2889447236180904	0.8041958041958042	143.0
3.0	0.0	0.0	0.0	8.0
4.0	0.2189542483660131	0.1630170316301703	0.3333333333333333	201.0
5.0	0.0	0.0	0.0	145.0
accuracy	0.22441430332922319	0.22441430332922319	0.22441430332922319	0.22441430332922319
macro avg	0.12881857610573494	0.09039235104965215	0.22750582750582748	811.0
weighted avg	0.12922888818844544	0.09135082470413214	0.22441430332922319	811.0
