	f1-score	precision	recall	support
1.0	1.0	1.0	1.0	314.0
2.0	0.9929577464788732	1.0	0.986013986013986	143.0
3.0	1.0	1.0	1.0	8.0
4.0	0.995049504950495	0.9901477832512315	1.0	201.0
5.0	1.0	1.0	1.0	145.0
accuracy	0.9975339087546239	0.9975339087546239	0.9975339087546239	0.9975339087546239
macro avg	0.9976014502858735	0.9980295566502463	0.9972027972027971	811.0
weighted avg	0.9975313295209968	0.9975582052200955	0.9975339087546239	811.0
